order,order_name,year,month,geo_fips,state_fips,county_fips,state_abbrev,county_name,producers,milk_pounds,row_type,mappable
33,Mideast,2025,December,42019.0,42,19.0,PA,Butler,17.0,2983260.0,county,1
33,Mideast,2025,December,42021.0,42,21.0,PA,Cambria,3.0,921701.0,county,1
33,Mideast,2025,December,42027.0,42,27.0,PA,Centre,18.0,1783763.0,county,1
33,Mideast,2025,December,42029.0,42,29.0,PA,Chester,31.0,1567857.0,county,1
33,Mideast,2025,December,42031.0,42,31.0,PA,Clarion,11.0,2831530.0,county,1
33,Mideast,2025,December,42033.0,42,33.0,PA,Clearfield,7.0,809844.0,county,1
33,Mideast,2025,December,42035.0,42,35.0,PA,Clinton,5.0,2212845.0,county,1
33,Mideast,2025,December,42039.0,42,39.0,PA,Crawford,63.0,12589840.0,county,1
33,Mideast,2025,December,42049.0,42,49.0,PA,Erie,26.0,3073386.0,county,1
33,Mideast,2025,December,42051.0,42,51.0,PA,Fayette,15.0,1583765.0,county,1
33,Mideast,2025,December,42053.0,42,53.0,PA,Forest,3.0,181682.0,county,1
33,Mideast,2025,December,42061.0,42,61.0,PA,Huntingdon,3.0,368624.0,county,1
33,Mideast,2025,December,42063.0,42,63.0,PA,Indiana,27.0,5364735.0,county,1
33,Mideast,2025,December,42065.0,42,65.0,PA,Jefferson,10.0,952398.0,county,1
33,Mideast,2025,December,42071.0,42,71.0,PA,Lancaster,106.0,4230727.0,county,1
33,Mideast,2025,December,42073.0,42,73.0,PA,Lawrence,22.0,6526969.0,county,1
33,Mideast,2025,December,42081.0,42,81.0,PA,Lycoming,4.0,271124.0,county,1
33,Mideast,2025,December,42085.0,42,85.0,PA,Mercer,30.0,4328053.0,county,1
33,Mideast,2025,December,42109.0,42,109.0,PA,Snyder,6.0,55195.0,county,1
33,Mideast,2025,December,42111.0,42,111.0,PA,Somerset,77.0,9562742.0,county,1
33,Mideast,2025,December,42119.0,42,119.0,PA,Union,7.0,429926.0,county,1
33,Mideast,2025,December,42121.0,42,121.0,PA,Venango,3.0,570676.0,county,1
33,Mideast,2025,December,42123.0,42,123.0,PA,Warren,17.0,3041787.0,county,1
33,Mideast,2025,December,42125.0,42,125.0,PA,Washington,14.0,1403451.0,county,1
33,Mideast,2025,December,42129.0,42,129.0,PA,Westmoreland,30.0,4520541.0,county,1
33,Mideast,2025,December,42133.0,42,133.0,PA,York,10.0,127887.0,county,1
32,Central,2025,December,27033.0,27,33.0,MN,Cottonwood,3.0,454401.0,county,1
32,Central,2025,December,27055.0,27,55.0,MN,Houston,5.0,836094.0,county,1
32,Central,2025,December,27101.0,27,101.0,MN,Murray,4.0,486893.0,county,1
32,Central,2025,December,27105.0,27,105.0,MN,Nobles,8.0,2898026.0,county,1
32,Central,2025,December,27133.0,27,133.0,MN,Rock,5.0,2162844.0,county,1
32,Central,2025,December,27169.0,27,169.0,MN,Winona,3.0,41712.0,county,1
32,Central,2025,December,55023.0,55,23.0,WI,Crawford,5.0,38093.0,county,1
32,Central,2025,December,55025.0,55,25.0,WI,Dane,3.0,5489306.0,county,1
32,Central,2025,December,55043.0,55,43.0,WI,Grant,28.0,9049143.0,county,1
32,Central,2025,December,55049.0,55,49.0,WI,Iowa,3.0,1150727.0,county,1
32,Central,2025,December,55057.0,55,57.0,WI,Juneau,3.0,23968.0,county,1
32,Central,2025,December,55065.0,55,65.0,WI,LaFayette,4.0,2932791.0,county,1
32,Central,2025,December,55081.0,55,81.0,WI,Monroe,4.0,1473177.0,county,1
32,Central,2025,December,55105.0,55,105.0,WI,Rock,3.0,6174317.0,county,1
32,Central,2025,December,55123.0,55,123.0,WI,Vernon,3.0,17268.0,county,1
5,Appalachian,2025,December,42009.0,42,9.0,PA,Bedford,35.0,636575.0,county,1
5,Appalachian,2025,December,42011.0,42,11.0,PA,Berks,3.0,98648.0,county,1
5,Appalachian,2025,December,42013.0,42,13.0,PA,Blair,20.0,1619267.0,county,1
5,Appalachian,2025,December,42041.0,42,41.0,PA,Cumberland,9.0,276173.0,county,1
5,Appalachian,2025,December,42055.0,42,55.0,PA,Franklin,24.0,5681343.0,county,1
5,Appalachian,2025,December,42057.0,42,57.0,PA,Fulton,3.0,1110279.0,county,1
5,Appalachian,2025,December,42061.0,42,61.0,PA,Huntingdon,6.0,180893.0,county,1
5,Appalachian,2025,December,42067.0,42,67.0,PA,Juniata,9.0,647065.0,county,1
5,Appalachian,2025,December,42087.0,42,87.0,PA,Mifflin,6.0,35907.0,county,1
5,Appalachian,2025,December,42099.0,42,99.0,PA,Perry,3.0,44151.0,county,1
5,Appalachian,2025,December,42109.0,42,109.0,PA,Snyder,9.0,71318.0,county,1
5,Appalachian,2025,December,42119.0,42,119.0,PA,Union,10.0,136399.0,county,1
30,Upper Midwest,2025,December,,27,,MN,,,27352442.0,restricted_aggregate,0
30,Upper Midwest,2025,December,,55,,WI,,,6367359.0,restricted_aggregate,0
33,Mideast,2025,December,,26,,MI,,,5168684.0,restricted_aggregate,0
33,Mideast,2025,December,,36,,NY,,,8628023.0,restricted_aggregate,0
33,Mideast,2025,December,,42,,PA,,,946518.0,restricted_aggregate,0
33,Mideast,2025,December,,55,,WI,,,3267185.0,restricted_aggregate,0
33,Mideast,2025,December,,27,,MN,,,190420.0,restricted_aggregate,0
32,Central,2025,December,,27,,MN,,,1329115.0,restricted_aggregate,0
32,Central,2025,December,,55,,WI,,,3529555.0,restricted_aggregate,0
32,Central,2025,December,,26,,MI,,,2427818.0,restricted_aggregate,0
5,Appalachian,2025,December,,42,,PA,,,2757838.0,restricted_aggregate,0
5,Appalachian,2025,December,,26,,MI,,,33195682.0,restricted_aggregate,0
